16	 22	 20	 32	 48	 80	 102	 122
24	 24	 28	 38	 52	 116	 120	 110
28	 26	 32	 48	 80	 114	 138	 112
28	 34	 44	 58	 102	 174	 160	 124
36	 44	 74	 112	 136	 218	 206	 154
48	 70	 110	 128	 162	 208	 226	 184
98	 128	 156	 174	 206	 242	 240	 202
144	 184	 190	 196	 224	 200	 206	 198
16	 36	 48	 94	 198	 198	 198	 198
36	 42	 52	 132	 198	 198	 198	 198
48	 52	 112	 198	 198	 198	 198	 198
94	 132	 198	 198	 198	 198	 198	 198
198	 198	 198	 198	 198	 198	 198	 198
198	 198	 198	 198	 198	 198	 198	 198
198	 198	 198	 198	 198	 198	 198	 198
198	 198	 198	 198	 198	 198	 198	 198
