27	 18	 17	 27	 40	 66	 85	 101
20	 20	 23	 32	 43	 96	 100	 91
23	 22	 27	 40	 66	 95	 115	 93
23	 28	 37	 48	 85	 144	 133	 103
30	 37	 61	 93	 113	 181	 171	 128
40	 58	 91	 106	 134	 173	 188	 153
81	 106	 129	 144	 171	 201	 199	 168
120	 153	 158	 163	 186	 166	 171	 164
28	 30	 40	 78	 164	 164	 164	 164
30	 35	 43	 110	 164	 164	 164	 164
40	 43	 93	 164	 164	 164	 164	 164
78	 110	 164	 164	 164	 164	 164	 164
164	 164	 164	 164	 164	 164	 164	 164
164	 164	 164	 164	 164	 164	 164	 164
164	 164	 164	 164	 164	 164	 164	 164
164	 164	 164	 164	 164	 164	 164	 164
