22	 15	 14	 22	 33	 55	 70	 84
17	 17	 19	 26	 36	 80	 83	 76
19	 18	 22	 33	 55	 79	 95	 77
19	 23	 30	 40	 70	 120	 110	 86
25	 30	 51	 77	 94	 150	 142	 106
33	 48	 76	 88	 112	 144	 156	 127
68	 88	 108	 120	 142	 167	 166	 139
99	 127	 131	 135	 155	 138	 142	 137
23	 25	 33	 65	 137	 137	 137	 137
25	 29	 36	 91	 137	 137	 137	 137
33	 36	 77	 137	 137	 137	 137	 137
65	 91	 137	 137	 137	 137	 137	 137
137	 137	 137	 137	 137	 137	 137	 137
137	 137	 137	 137	 137	 137	 137	 137
137	 137	 137	 137	 137	 137	 137	 137
137	 137	 137	 137	 137	 137	 137	 137
